01 , 01 , 94.54304414249155
01 , 02 , 7.97443761706548
01 , 03 , 10.254952542413342
01 , 04 , -109.25329189980852
01 , 05 , -21.587648450058673
01 , 06 , 23.47625527646963
01 , 07 , 13.723573839787164
01 , 08 , -26.55841271212016
01 , 09 , 7.0623949772453205
01 , 10 , -136.9997968932207
01 , 11 , -29.204746399775892
01 , 12 , -63.809140947090405
01 , 13 , -26.62836148634548
01 , 14 , 28.986444560207122
01 , 15 , -16.266256249535388
01 , 16 , -30.41982604010321
01 , 17 , 35.270111574516214
01 , 18 , 9.764277616845243
01 , 19 , -51.907349447909624
01 , 20 , 101.13451222751598
01 , 21 , -28.47585633847262
01 , 22 , -9.04180680778274
01 , 23 , -55.6889686447215
01 , 24 , 15.02962803005484
01 , 25 , -43.160823222350004
01 , 26 , -65.89071033793813
01 , 27 , -6.693236025032345
01 , 28 , -11.099891070334259
01 , 29 , -110.30933789830969
01 , 30 , -74.49989125639678
01 , 31 , -76.49462942241115
01 , 32 , 111.38564026644237
01 , 33 , -37.831999514489155
01 , 34 , 120.12355394815201
01 , 35 , -80.45972187832436
01 , 36 , -74.68137141446675
01 , 37 , -64.28534725728586
01 , 38 , 24.87255603812585
01 , 39 , 43.76138239737274
01 , 40 , -87.65243377501554
01 , 41 , 47.20877905740588
01 , 42 , -77.57229590547915
01 , 43 , -90.88910983291271
01 , 44 , -50.87327824630233
01 , 45 , -5.504071717457605
01 , 46 , -95.73148679911958
01 , 47 , -26.350331125853057
01 , 48 , -37.38583182959453
01 , 49 , 77.00302762837377
01 , 50 , 42.18782435336686
02 , 01 , -25.0822953256947
02 , 02 , 112.39358472164355
02 , 03 , -118.57249728286526
02 , 04 , -23.04559373245639
02 , 05 , -53.64404530420596
02 , 06 , 78.77472915808785
02 , 07 , -45.76965512714605
02 , 08 , -48.86064614562488
02 , 09 , 71.80943036800056
02 , 10 , -25.84657114893171
02 , 11 , 46.97297849119386
02 , 12 , -82.93936184855127
02 , 13 , 20.162429864368292
02 , 14 , 93.94305034973617
02 , 15 , -57.19413294577994
02 , 16 , 15.566904717379378
02 , 17 , -150.11046165767067
02 , 18 , -214.13530077200852
02 , 19 , -11.639969374211566
02 , 20 , 52.47978722918549
02 , 21 , -54.9655730162882
02 , 22 , 87.84477241075938
02 , 23 , 101.19386818492468
02 , 24 , 29.793563964443845
02 , 25 , -127.64528506812539
02 , 26 , 122.14895432846055
02 , 27 , 140.66982557612607
02 , 28 , -60.62240063163033
02 , 29 , 82.8403351716077
02 , 30 , -11.932333754447047
02 , 31 , 73.24874236513328
02 , 32 , -115.64978528966675
02 , 33 , -33.570492262531054
02 , 34 , -59.50836384520112
02 , 35 , -50.4546853254134
02 , 36 , 48.7670383875985
02 , 37 , 32.27669766144071
02 , 38 , -26.043546891645317
02 , 39 , 153.05999138633786
